time,cumulativeEmpty,cumulativeBatchingIdleReward,batchingIdleTime,batchingIdleFraction
135.7,8.55,90.2,45.1,0.3323507737656595431098010316875461
135.8,8.55,90.2,45.1,0.3321060382916053019145802650957290
135.9,8.55,90.2,45.1,0.3318616629874908020603384841795438
136.0,8.55,90.2,45.1,0.3316176470588235294117647058823529
136.1,8.55,90.2,45.1,0.3313739897134459955914768552534901
136.2,8.55,90.2,45.1,0.3311306901615271659324522760646109
136.3,8.55,90.2,45.1,0.3308877476155539251650770359501101
136.4,8.55,90.2,45.1,0.3306451612903225806451612903225806
136.5,8.55,90.2,45.1,0.3304029304029304029304029304029304
136.6,8.55,90.2,45.1,0.3301610541727672035139092240117130
136.7,8.55,90.2,45.1,0.3299195318215069495245062179956108
136.8,8.55,90.2,45.1,0.3296783625730994152046783625730994
136.9,8.55,90.2,45.1,0.3294375456537618699780861943024105
137.0,8.55,90.2,45.1,0.3291970802919708029197080291970803
137.1,8.55,90.2,45.1,0.3289569657184536834427425237053246
137.2,8.55,90.2,45.1,0.3287172011661807580174927113702624
137.3,8.55,90.2,45.1,0.3284777858703568827385287691187181
137.4,8.55,90.2,45.1,0.3282387190684133915574963609898108
137.5,8.55,90.2,45.1,0.328
137.6,8.55,90.2,45.1,0.3277616279069767441860465116279070
137.7,8.55,90.2,45.1,0.3275236020334059549745824255628177
137.8,8.55,90.2,45.1,0.3272859216255442670537010159651669
137.9,8.55,90.2,45.1,0.3270485859318346627991298042059463
138.0,8.55,90.2,45.1,0.3268115942028985507246376811594203
138.1,8.55,90.2,45.1,0.3265749456915278783490224475018103
138.2,8.55,90.2,45.1,0.3263386396526772793053545586107091
138.3,8.55,90.2,45.1,0.3261026753434562545191612436731743
138.4,8.55,90.2,45.1,0.3258670520231213872832369942196532
138.5,8.55,90.2,45.1,0.3256317689530685920577617328519856
138.6,8.55,90.2,45.1,0.3253968253968253968253968253968254
138.7,8.55,90.2,45.1,0.3251622206200432588320115356885364
138.8,8.55,90.2,45.1,0.3249279538904899135446685878962536
138.9,8.55,90.2,45.1,0.3246940244780417566594672426205904
139.0,8.55,90.2,45.1,0.3244604316546762589928057553956835
139.1,8.55,90.2,45.1,0.3242271746944644140905823148813803
139.2,8.55,90.2,45.1,0.3239942528735632183908045977011494
139.3,8.55,90.2,45.1,0.3237616654702081837760229720028715
139.4,8.55,90.2,45.1,0.3235294117647058823529411764705882
139.5,8.55,90.2,45.1,0.3232974910394265232974910394265233
139.6,8.55,90.2,45.1,0.3230659025787965616045845272206304
139.7,8.55,90.2,45.1,0.3228346456692913385826771653543307
139.8,8.55,90.2,45.1,0.3226037195994277539341917024320458
139.9,8.55,90.2,45.1,0.3223731236597569692637598284488921
140.0,8.55,90.2,45.1,0.3221428571428571428571428571428571
140.1,8.55,90.2,45.1,0.3219129193433261955745895788722341
140.2,8.55,90.2,45.1,0.3216833095577746077032810271041369
140.3,8.55,90.2,45.1,0.3214540270848182466143977191732003
140.4,8.55,90.2,45.1,0.3212250712250712250712250712250712
140.5,8.55,90.2,45.1,0.3209964412811387900355871886120996
140.6,8.55,90.2,45.1,0.3207681365576102418207681365576102
140.7,8.55,90.2,45.1,0.3205401563610518834399431414356787
140.8,8.55,90.2,45.1,0.3203125
140.9,8.55,90.2,45.1,0.3200851667849538679914833215046132
141.0,8.55,90.2,45.1,0.3198581560283687943262411347517730
141.1,8.55,90.2,45.1,0.3196314670446491849751948972360028
141.2,8.55,90.2,45.1,0.3194050991501416430594900849858357
141.3,8.55,90.2,45.1,0.3191790516631280962491153573956122
141.4,8.55,90.2,45.1,0.3189533239038189533239038189533239
141.5,8.55,90.2,45.1,0.3187279151943462897526501766784452
141.6,8.55,90.2,45.1,0.3185028248587570621468926553672316
141.7,8.55,90.2,45.1,0.3182780522230063514467184191954834
141.8,8.55,90.2,45.1,0.3180535966149506346967559943582511
141.9,8.55,90.2,45.1,0.3178294573643410852713178294573643
142.0,8.55,90.2,45.1,0.3176056338028169014084507042253521
142.1,8.55,90.2,45.1,0.3173821252638986629134412385643913
142.2,8.55,90.2,45.1,0.3171589310829817158931082981715893
142.3,8.55,90.2,45.1,0.3169360505973295853829936753338018
142.4,8.55,90.2,45.1,0.3167134831460674157303370786516854
142.5,8.55,90.2,45.1,0.3164912280701754385964912280701754
142.6,8.55,90.2,45.1,0.3162692847124824684431977559607293
142.7,8.55,90.2,45.1,0.3160476524176594253679046951646811
142.8,8.55,90.2,45.1,0.3158263305322128851540616246498599
142.9,8.55,90.2,45.1,0.3156053184044786564030790762771169
143.0,8.55,90.2,45.1,0.3153846153846153846153846153846154
143.1,8.55,90.2,45.1,0.3151642208245981830887491264849755
143.2,8.55,90.2,45.1,0.3149441340782122905027932960893855
143.3,8.55,90.2,45.1,0.3147243545010467550593161200279135
143.4,8.55,90.2,45.1,0.3145048814504881450488145048814505
143.5,8.55,90.2,45.1,0.3142857142857142857142857142857143
143.6,8.55,90.2,45.1,0.3140668523676880222841225626740947
143.7,8.55,90.2,45.1,0.3138482950591510090466249130132220
143.8,8.55,90.2,45.1,0.3136300417246175243393602225312935
143.9,8.55,90.2,45.1,0.3134120917303683113273106323835997
144.0,8.55,90.2,45.1,0.3131944444444444444444444444444444
144.1,8.55,90.2,45.1,0.3129770992366412213740458015267176
144.2,8.55,90.2,45.1,0.3127600554785020804438280166435506
144.3,8.55,90.2,45.1,0.3125433125433125433125433125433125
144.4,8.55,90.2,45.1,0.3123268698060941828254847645429363
144.5,8.55,90.2,45.1,0.3121107266435986159169550173010381
144.6,8.55,90.2,45.1,0.3118948824343015214384508990318119
144.7,8.55,90.2,45.1,0.3116793365583966827919834139599171
144.8,8.55,90.2,45.1,0.3114640883977900552486187845303867
144.9,8.55,90.2,45.1,0.3112491373360938578329882677708765
145.0,8.55,90.2,45.1,0.3110344827586206896551724137931034
145.1,8.55,90.2,45.1,0.3108201240523776705720192970365265
145.2,8.55,90.2,45.1,0.3106060606060606060606060606060606
145.3,8.55,90.2,45.1,0.3103922918100481761871988988300069
145.4,8.55,90.2,45.1,0.3101788170563961485557083906464924
145.5,8.55,90.2,45.1,0.3099656357388316151202749140893471
145.6,8.55,90.2,45.1,0.3097527472527472527472527472527473
145.7,8.55,90.2,45.1,0.3095401509951956074124914207275223
145.8,8.55,90.2,45.1,0.3093278463648834019204389574759945
145.9,8.55,90.2,45.1,0.3091158327621658670322138450993831
146.0,8.55,90.2,45.1,0.3089041095890410958904109589041096
146.1,8.55,90.2,45.1,0.3086926762491444216290212183436003
146.2,8.55,90.2,45.1,0.3084815321477428180574555403556772
146.3,8.55,90.2,45.1,0.3082706766917293233082706766917293
146.4,8.55,90.2,45.1,0.3080601092896174863387978142076503
146.5,8.55,90.2,45.1,0.3078498293515358361774744027303754
146.6,8.55,90.2,45.1,0.3076398362892223738062755798090041
146.7,8.55,90.2,45.1,0.3074301295160190865712338104976142
146.8,8.55,90.2,45.1,0.3072207084468664850136239782016349
146.9,8.55,90.2,45.1,0.3070115724982981620149761742682097
147.0,8.55,90.2,45.1,0.3068027210884353741496598639455782
147.1,8.55,90.2,45.1,0.3065941536369816451393609789259007
147.2,8.55,90.2,45.1,0.3063858695652173913043478260869565
147.3,8.55,90.2,45.1,0.3061778682959945689069925322471147
147.4,8.55,90.2,45.1,0.3059701492537313432835820895522388
147.5,8.55,90.2,45.1,0.3057627118644067796610169491525424
147.6,8.55,90.2,45.1,0.3055555555555555555555555555555556
147.7,8.55,90.3,45.15,0.3056872037914691943127962085308057
147.8,8.55,90.5,45.25,0.3061569688768606224627875507442490
147.9,8.55,90.7,45.35,0.3066260987153482082488167680865450
148.0,8.55,90.9,45.45,0.3070945945945945945945945945945946
148.1,8.55,91.1,45.55,0.3075624577987846049966239027683997
148.2,8.55,91.3,45.65,0.3080296896086369770580296896086370
148.3,8.55,91.5,45.75,0.3084962913014160485502360080917060
148.4,8.55,91.7,45.85,0.3089622641509433962264150943396226
148.5,8.55,91.9,45.95,0.3094276094276094276094276094276094
148.6,8.55,92.1,46.05,0.3098923283983849259757738896366083
148.7,8.55,92.3,46.15,0.3103564223268325487558843308675185
148.8,8.55,92.5,46.25,0.3108198924731182795698924731182796
148.9,8.55,92.7,46.35,0.3112827400940228341168569509738079
149.0,8.55,92.9,46.45,0.3117449664429530201342281879194631
149.1,8.55,93.1,46.55,0.3122065727699530516431924882629108
149.2,8.55,93.3,46.65,0.3126675603217158176943699731903485
149.3,8.55,93.5,46.75,0.3131279303415941058271935699933021
149.4,8.55,93.7,46.85,0.3135876840696117804551539491298527
149.5,8.55,93.9,46.95,0.3140468227424749163879598662207358
149.6,8.55,94.1,47.05,0.3145053475935828877005347593582888
149.7,8.55,94.3,47.15,0.3149632598530394121576486305945224
149.8,8.55,94.5,47.25,0.3154205607476635514018691588785047
149.9,8.55,94.7,47.35,0.3158772515010006671114076050700467
150.0,8.55,94.9,47.45,0.3163333333333333333333333333333333
150.1,8.55,95.1,47.55,0.3167888074616922051965356429047302
150.2,8.55,95.3,47.65,0.3172436750998668442077230359520639
150.3,8.55,95.5,47.75,0.3176979374584165003326679973386560
150.4,8.55,95.7,47.85,0.3181515957446808510638297872340426
150.5,8.55,95.9,47.95,0.3186046511627906976744186046511628
150.6,8.55,96.1,48.05,0.3190571049136786188579017264276228
150.7,8.55,96.3,48.15,0.3195089581950895819508958195089582
150.8,8.55,96.5,48.25,0.3199602122015915119363395225464191
150.9,8.55,96.7,48.35,0.3204108681245858184227965540092777
151.0,8.55,96.9,48.45,0.3208609271523178807947019867549669
151.1,8.55,97.1,48.55,0.3213103904698874917273328921244209
151.2,8.55,97.3,48.65,0.3217592592592592592592592592592593
151.3,8.55,97.5,48.75,0.3222075346992729676140118968935889
151.4,8.55,97.7,48.85,0.3226552179656538969616908850726552
151.5,8.55,97.9,48.95,0.3231023102310231023102310231023102
151.6,8.55,98.1,49.05,0.3235488126649076517150395778364116
151.7,8.55,98.3,49.15,0.3239947264337508239947264337508240
151.8,8.55,98.5,49.25,0.3244400527009222661396574440052701
151.9,8.55,98.7,49.35,0.3248847926267281105990783410138249
152.0,8.55,98.9,49.45,0.3253289473684210526315789473684211
152.1,8.55,99.1,49.55,0.3257725180802103879026955950032873
152.2,8.55,99.3,49.65,0.3262155059132720105124835742444152
152.3,8.55,99.5,49.75,0.3266579120157583716349310571240972
152.4,8.55,99.7,49.85,0.3270997375328083989501312335958005
152.5,8.55,99.9,49.95,0.3275409836065573770491803278688525
152.6,8.55,100.1,50.05,0.3279816513761467889908256880733945
152.7,8.55,100.3,50.15,0.3284217419777341191879502292075966
152.8,8.55,100.5,50.25,0.3288612565445026178010471204188482
152.9,8.55,100.7,50.35,0.3293001962066710268149117069980379
153.0,8.55,100.9,50.45,0.3297385620915032679738562091503268
153.1,8.55,101.1,50.55,0.3301763553233180927498367080339647
153.2,8.55,101.3,50.65,0.3306135770234986945169712793733681
153.3,8.55,101.5,50.75,0.3310502283105022831050228310502283
153.4,8.55,101.7,50.85,0.3314863102998696219035202086049544
153.5,8.55,101.9,50.95,0.3319218241042345276872964169381107
153.6,8.55,102.1,51.05,0.3323567708333333333333333333333333
153.7,8.55,102.3,51.15,0.3327911515940143135979180221210150
153.8,8.55,102.5,51.25,0.3332249674902470741222366710013004
153.9,8.55,102.7,51.35,0.3336582196231319038336582196231319
154.0,8.55,102.9,51.45,0.3340909090909090909090909090909091
154.1,8.55,103.1,51.55,0.3345230369889682024659312134977287
154.2,8.55,103.3,51.65,0.3349546044098573281452658884565499
154.3,8.55,103.5,51.75,0.3353856124432922877511341542449773
154.4,8.55,103.7,51.85,0.3358160621761658031088082901554404
154.5,8.55,103.9,51.95,0.3362459546925566343042071197411003
154.6,8.60,104.0,52.0,0.3363518758085381630012936610608021
154.7,8.70,104.0,52.0,0.3361344537815126050420168067226891
154.8,8.75,104.0,52.0,0.3359173126614987080103359173126615
154.9,8.75,104.0,52.0,0.3357004519044544867656552614590058
155.0,8.75,104.0,52.0,0.3354838709677419354838709677419355
155.1,8.75,104.0,52.0,0.3352675693101225016118633139909736
155.2,8.75,104.0,52.0,0.3350515463917525773195876288659794
155.3,8.75,104.0,52.0,0.3348358016741790083708950418544752
155.4,8.75,104.0,52.0,0.3346203346203346203346203346203346
155.5,8.75,104.0,52.0,0.3344051446945337620578778135048232
155.6,8.75,104.0,52.0,0.3341902313624678663239074550128535
155.7,8.75,104.0,52.0,0.3339755940912010276172125883108542
155.8,8.75,104.0,52.0,0.3337612323491655969191270860077022
155.9,8.75,104.0,52.0,0.3335471456061577934573444515715202
156.0,8.75,104.0,52.0,0.3333333333333333333333333333333333
156.1,8.75,104.0,52.0,0.3331197950032030749519538757206919
156.2,8.75,104.0,52.0,0.3329065300896286811779769526248399
156.3,8.75,104.0,52.0,0.3326935380678182981445937300063980
156.4,8.75,104.0,52.0,0.3324808184143222506393861892583120
156.5,8.75,104.0,52.0,0.3322683706070287539936102236421725
156.6,8.75,104.0,52.0,0.3320561941251596424010217113665390
156.7,8.75,104.0,52.0,0.3318442884492661135928525845564773
156.8,8.75,104.0,52.0,0.3316326530612244897959183673469388
156.9,8.75,104.0,52.0,0.3314212874442319949012109623964308
157.0,8.75,104.0,52.0,0.3312101910828025477707006369426752
157.1,8.75,104.0,52.0,0.3309993634627625716104392106938256
157.2,8.75,104.0,52.0,0.3307888040712468193384223918575064
157.3,8.75,104.0,52.0,0.3305785123966942148760330578512397
157.4,8.75,104.0,52.0,0.3303684879288437102922490470139771
157.5,8.75,104.0,52.0,0.3301587301587301587301587301587302
157.6,8.75,104.0,52.0,0.3299492385786802030456852791878173
157.7,8.75,104.0,52.0,0.3297400126823081800887761572606214
157.8,8.75,104.0,52.0,0.3295310519645120405576679340937896
157.9,8.75,104.0,52.0,0.3293223559214692843571880937302090
158.0,8.75,104.0,52.0,0.3291139240506329113924050632911392
158.1,8.75,104.0,52.0,0.3289057558507273877292852624920936
158.2,8.75,104.0,52.0,0.3286978508217446270543615676359039
158.3,8.75,104.0,52.0,0.3284902084649399873657612128869236
158.4,8.75,104.0,52.0,0.3282828282828282828282828282828283
158.5,8.75,104.0,52.0,0.3280757097791798107255520504731861
158.6,8.75,104.0,52.0,0.3278688524590163934426229508196721
158.7,8.75,104.0,52.0,0.3276622558286074354127284183994959
158.8,8.75,104.0,52.0,0.3274559193954659949622166246851385
158.9,8.75,104.0,52.0,0.3272498426683448709880427942101951
159.0,8.75,104.0,52.0,0.3270440251572327044025157232704403
159.1,8.75,104.0,52.0,0.3268384663733500942803268384663734
159.2,8.75,104.0,52.0,0.3266331658291457286432160804020101
159.3,8.75,104.0,52.0,0.3264281230382925298179535467671061
159.4,8.75,104.0,52.0,0.3262233375156838143036386449184442
159.5,8.75,104.0,52.0,0.3260188087774294670846394984326019
159.6,8.75,104.0,52.0,0.3258145363408521303258145363408521
159.7,8.75,104.0,52.0,0.3256105197244834063869755792110207
159.8,8.75,104.0,52.0,0.3254067584480600750938673341677096
159.9,8.75,104.0,52.0,0.3252032520325203252032520325203252
160.0,8.75,104.0,52.0,0.325
160.1,8.75,104.0,52.0,0.3247970018738288569643972517176765
160.2,8.75,104.0,52.0,0.3245942571785268414481897627965044
160.3,8.75,104.0,52.0,0.3243917654398003742981908920773550
160.4,8.75,104.0,52.0,0.3241895261845386533665835411471322
160.5,8.75,104.0,52.0,0.3239875389408099688473520249221184
160.6,8.75,104.0,52.0,0.3237858032378580323785803237858032
160.7,8.75,104.0,52.0,0.3235843186060983198506533914125700
160.8,8.75,104.0,52.0,0.3233830845771144278606965174129353
160.9,8.75,104.0,52.0,0.3231821006836544437538844002486016
161.0,8.75,104.0,52.0,0.3229813664596273291925465838509317
161.1,8.75,104.0,52.0,0.3227808814400993171942892613283675
161.2,8.75,104.0,52.0,0.3225806451612903225806451612903226
161.3,8.75,104.0,52.0,0.3223806571605703657780533168009919
161.4,8.75,104.0,52.0,0.3221809169764560099132589838909542
161.5,8.75,104.0,52.0,0.3219814241486068111455108359133127
161.6,8.75,104.0,52.0,0.3217821782178217821782178217821782
161.7,8.75,104.0,52.0,0.3215831787260358688930117501546073
161.8,8.75,104.0,52.0,0.3213844252163164400494437577255871
161.9,8.75,104.0,52.0,0.3211859172328597899938233477455219
162.0,8.75,104.0,52.0,0.3209876543209876543209876543209877
162.1,8.75,104.0,52.0,0.3207896360271437384330660086366440
162.2,8.75,104.0,52.0,0.3205918618988902589395807644882861
162.3,8.75,104.0,52.0,0.3203943314849044978434996919285274
162.4,8.75,104.0,52.0,0.3201970443349753694581280788177340
162.5,8.75,104.0,52.0,0.32
162.6,8.75,104.0,52.0,0.3198031980319803198031980319803198
162.7,8.75,104.0,52.0,0.3196066379840196681007990165949600
162.8,8.75,104.0,52.0,0.3194103194103194103194103194103194
162.9,8.75,104.0,52.0,0.3192142418661755678330263965623082
163.0,8.75,104.0,52.0,0.3190184049079754601226993865030675
163.1,8.75,104.0,52.0,0.3188228080931943592887798896382587
163.2,8.75,104.0,52.0,0.3186274509803921568627450980392157
163.3,8.75,104.0,52.0,0.3184323331292100428658909981628904
163.4,8.75,104.0,52.0,0.3182374541003671970624235006119951
163.5,8.75,104.0,52.0,0.3180428134556574923547400611620795
163.6,8.75,104.0,52.0,0.3178484107579462102689486552567237
163.7,8.75,104.0,52.0,0.3176542455711667684789248625534514
163.8,8.75,104.0,52.0,0.3174603174603174603174603174603175
163.9,8.75,104.0,52.0,0.3172666259914582062233068944478340
164.0,8.75,104.0,52.0,0.3170731707317073170731707317073171
164.1,8.75,104.0,52.0,0.3168799512492382693479585618525289
164.2,8.75,104.0,52.0,0.3166869671132764920828258221680877
164.3,8.75,104.0,52.0,0.3164942178940961655508216676810712
164.4,8.75,104.0,52.0,0.3163017031630170316301703163017032
164.5,8.75,104.0,52.0,0.3161094224924012158054711246200608
164.6,8.75,104.0,52.0,0.3159173754556500607533414337788578
164.7,8.75,104.0,52.0,0.3157255616272009714632665452337583
164.8,8.75,104.0,52.0,0.3155339805825242718446601941747573
164.9,8.75,104.1,52.05,0.3156458459672528805336567616737417
165.0,8.75,104.3,52.15,0.3160606060606060606060606060606061
165.1,8.75,104.5,52.25,0.3164748637189582071471835251362810
165.2,8.75,104.7,52.35,0.3168886198547215496368038740920097
165.3,8.75,104.9,52.45,0.3173018753781004234724742891712039
165.4,8.75,105.1,52.55,0.3177146311970979443772672309552600
165.5,8.75,105.3,52.65,0.3181268882175226586102719033232628
165.6,8.75,105.5,52.75,0.3185386473429951690821256038647343
165.7,8.75,105.7,52.85,0.3189499094749547374773687386843693
165.8,8.75,105.9,52.95,0.3193606755126658624849215922798552
165.9,8.75,106.1,53.05,0.3197709463532248342374924653405666
166.0,8.75,106.3,53.15,0.3201807228915662650602409638554217
166.1,8.75,106.5,53.25,0.3205900060204695966285370258880193
166.2,8.75,106.7,53.35,0.3209987966305655836341756919374248
166.3,8.75,106.9,53.45,0.3214070956103427540589296452194829
166.4,8.75,107.1,53.55,0.3218149038461538461538461538461538
166.5,8.75,107.3,53.65,0.3222222222222222222222222222222222
166.6,8.75,107.5,53.75,0.3226290516206482593037214885954382
166.7,8.75,107.7,53.85,0.3230353929214157168566286742651470
166.8,8.75,107.9,53.95,0.3234412470023980815347721822541966
166.9,8.75,108.1,54.05,0.3238466147393648891551827441581786
167.0,8.75,108.3,54.15,0.3242514970059880239520958083832335
167.1,8.75,108.5,54.25,0.3246558946738479952124476361460203
167.2,8.75,108.7,54.35,0.3250598086124401913875598086124402
167.3,8.75,108.9,54.45,0.3254632396891811117752540346682606
167.4,8.75,109.1,54.55,0.3258661887694145758661887694145759
167.5,8.75,109.3,54.65,0.3262686567164179104477611940298507
167.6,8.75,109.5,54.75,0.3266706443914081145584725536992840
167.7,8.75,109.7,54.85,0.3270721526535480023852116875372689
167.8,8.75,109.9,54.95,0.3274731823599523241954707985697259
167.9,8.75,110.1,55.05,0.3278737343656938653960690887432996
168.0,8.75,110.3,55.15,0.3282738095238095238095238095238095
168.1,8.75,110.5,55.25,0.3286734086853063652587745389649018
168.2,8.75,110.7,55.35,0.3290725326991676575505350772889417
168.3,8.75,110.9,55.45,0.3294711824123588829471182412358883
168.4,8.75,111.1,55.55,0.3298693586698337292161520190023753
168.5,8.75,111.3,55.65,0.3302670623145400593471810089020772
168.6,8.75,111.5,55.75,0.3306642941874258600237247924080664
168.7,8.75,111.7,55.85,0.3310610551274451689389448725548311
168.8,8.75,111.9,55.95,0.3314573459715639810426540284360190
168.9,8.75,112.1,56.05,0.3318531675547661338069863824748372
169.0,8.75,112.3,56.15,0.3322485207100591715976331360946746
169.1,8.75,112.5,56.25,0.3326434062684801892371377882909521
169.2,8.75,112.7,56.35,0.3330378250591016548463356973995272
169.3,8.75,112.9,56.45,0.3334317779090372120496160661547549
169.4,8.75,113.1,56.55,0.3338252656434474616292798110979929
169.5,8.75,113.3,56.65,0.3342182890855457227138643067846608
169.6,8.75,113.5,56.75,0.3346108490566037735849056603773585
169.7,8.75,113.7,56.85,0.3350029463759575721862109605185622
169.8,8.75,113.9,56.95,0.3353945818610129564193168433451119
169.9,8.75,114.1,57.05,0.3357857563272513243084167157151265
170.0,8.75,114.3,57.15,0.3361764705882352941176470588235294
170.1,8.75,114.5,57.25,0.3365667254556143445032333921222810
170.2,8.75,114.7,57.35,0.3369565217391304347826086956521739
170.3,8.75,114.9,57.45,0.3373458602466236054022313564298297
170.4,8.75,115.1,57.55,0.3377347417840375586854460093896714
170.5,8.75,115.3,57.65,0.3381231671554252199413489736070381
170.6,8.75,115.5,57.75,0.3385111371629542790152403282532239
170.7,8.75,115.7,57.85,0.3388986526069127123608670181605155
170.8,8.75,115.9,57.95,0.3392857142857142857142857142857143
170.9,8.75,116.1,58.05,0.3396723229959040374488004681100059
171.0,8.75,116.3,58.15,0.3400584795321637426900584795321637
171.1,8.75,116.5,58.25,0.3404441846873173582700175336060783
171.2,8.75,116.7,58.35,0.3408294392523364485981308411214953
171.3,8.75,116.9,58.45,0.3412142440163455925277291301809691
171.4,8.75,117.1,58.55,0.3415985997666277712952158693115519
171.5,8.75,117.3,58.65,0.3419825072886297376093294460641399
171.6,8.75,117.5,58.75,0.3423659673659673659673659673659674
171.7,8.75,117.7,58.85,0.3427489807804309842748980780430984
171.8,8.75,117.9,58.95,0.3431315483119906868451688009313155
171.9,8.75,118.1,59.05,0.3435136707388016288539848749272833
172.0,8.75,118.3,59.15,0.3438953488372093023255813953488372
172.1,8.75,118.5,59.25,0.3442765833817547937245787332945962
172.2,8.75,118.7,59.35,0.3446573751451800232288037166085947
172.3,8.75,118.9,59.45,0.3450377248984329657573998839233894
172.4,8.75,119.1,59.55,0.3454176334106728538283062645011601
172.5,8.75,119.3,59.65,0.3457971014492753623188405797101449
172.6,8.75,119.5,59.75,0.3461761297798377752027809965237543
172.7,8.75,119.7,59.85,0.3465547191661841343370005790387956
172.8,8.75,119.9,59.95,0.3469328703703703703703703703703704
172.9,8.75,120.1,60.05,0.3473105841526894158473105841526894
173.0,8.75,120.3,60.15,0.3476878612716763005780346820809249
173.1,8.75,120.5,60.25,0.3480647024841132293471981513575968
173.2,8.75,120.7,60.35,0.3484411085450346420323325635103926
173.3,8.75,120.9,60.45,0.3488170802077322562031159838430467
173.4,8.75,121.1,60.55,0.3491926182237600922722029988465975
173.5,8.75,121.3,60.65,0.3495677233429394812680115273775216
173.6,8.75,121.5,60.75,0.3499423963133640552995391705069124
173.7,8.75,121.7,60.85,0.3503166378814047207829591249280368
173.8,8.75,121.9,60.95,0.3506904487917146144994246260069045
173.9,8.75,122.1,61.05,0.3510638297872340425531914893617021
174.0,8.75,122.3,61.15,0.3514367816091954022988505747126437
174.1,8.75,122.5,61.25,0.3518093049971280873061458931648478
174.2,8.75,122.7,61.35,0.3521814006888633754305396096440873
174.3,8.80,122.8,61.4,0.3522662076878944348823866896156053
174.4,8.90,122.8,61.4,0.3520642201834862385321100917431193
174.5,9.00,122.8,61.4,0.3518624641833810888252148997134670
174.6,9.10,122.8,61.4,0.3516609392898052691867124856815578
174.7,9.20,122.8,61.4,0.3514596451058958214081282198053807
174.8,9.30,122.8,61.4,0.3512585812356979405034324942791762
174.9,9.40,122.8,61.4,0.3510577472841623785020011435105775
175.0,9.50,122.8,61.4,0.3508571428571428571428571428571429
175.1,9.60,122.8,61.4,0.3506567675613934894346087949743004
175.2,9.70,122.8,61.4,0.3504566210045662100456621004566210
175.3,9.80,122.8,61.4,0.3502567027952082144894466628636623
175.4,9.90,122.8,61.4,0.3500570125427594070695553021664766
175.5,10.00,122.8,61.4,0.3498575498575498575498575498575499
175.6,10.10,122.8,61.4,0.3496583143507972665148063781321185
175.7,10.20,122.8,61.4,0.3494593056346044393853158793397837
175.8,10.30,122.8,61.4,0.3492605233219567690557451649601820
175.9,10.40,122.8,61.4,0.3490619670267197271176805002842524
176.0,10.50,122.8,61.4,0.3488636363636363636363636363636364
176.1,10.60,122.8,61.4,0.3486655309483248154457694491766042
176.2,10.70,122.8,61.4,0.3484676503972758229284903518728717
176.3,10.80,122.8,61.4,0.3482699943278502552467385138967669
176.4,10.90,122.8,61.4,0.3480725623582766439909297052154195
176.5,11.00,122.8,61.4,0.3478753541076487252124645892351275
176.6,11.10,122.8,61.4,0.3476783691959229898074745186862967
176.7,11.20,122.8,61.4,0.3474816072439162422184493491794001
176.8,11.30,122.8,61.4,0.3472850678733031674208144796380090
176.9,11.40,122.8,61.4,0.3470887507066139061616732617297908
177.0,11.50,122.8,61.4,0.3468926553672316384180790960451977
177.1,11.60,122.8,61.4,0.3466967814793901750423489553924337
177.2,11.70,122.8,61.4,0.3465011286681715575620767494356659
177.3,11.80,122.8,61.4,0.3463056965595036661026508742244783
177.4,11.90,122.8,61.4,0.3461104847801578354002254791431793
177.5,12.00,122.8,61.4,0.3459154929577464788732394366197183
177.6,12.10,122.8,61.4,0.3457207207207207207207207207207207
177.7,12.15,122.8,61.4,0.3455261676983680360157568936409679
177.8,12.15,122.8,61.4,0.3453318335208098987626546681664792
177.9,12.15,122.8,61.4,0.3451377178189994378864530635188308
178.0,12.15,122.8,61.4,0.3449438202247191011235955056179775
178.1,12.15,122.8,61.4,0.3447501403705783267827063447501404
178.2,12.15,122.8,61.4,0.3445566778900112233445566778900112
178.3,12.15,122.8,61.4,0.3443634324172742568704430734716769
178.4,12.15,122.8,61.4,0.3441704035874439461883408071748879
178.5,12.15,122.8,61.4,0.3439775910364145658263305322128852
178.6,12.15,122.8,61.4,0.3437849944008958566629339305711086
178.7,12.15,122.8,61.4,0.3435926133184107442641298265249021
178.8,12.15,122.8,61.4,0.3434004474272930648769574944071588
178.9,12.15,122.8,61.4,0.3432084963666852990497484628283958
179.0,12.15,122.8,61.4,0.3430167597765363128491620111731844
179.1,12.15,122.8,61.4,0.3428252372975991066443327749860413
179.2,12.15,122.8,61.4,0.3426339285714285714285714285714286
179.3,12.15,122.8,61.4,0.3424428332403792526491912994980480
179.4,12.15,122.8,61.4,0.3422519509476031215161649944258640
179.5,12.15,122.8,61.4,0.3420612813370473537604456824512535
179.6,12.15,122.8,61.4,0.3418708240534521158129175946547884
179.7,12.15,122.8,61.4,0.3416805787423483583750695603784085
179.8,12.15,122.8,61.4,0.3414905450500556173526140155728587
179.9,12.15,122.8,61.4,0.3413007226236798221234018899388549
180.0,12.15,122.8,61.4,0.3411111111111111111111111111111111
180.1,12.15,122.8,61.4,0.3409217101610216546363131593559134
180.2,12.15,122.8,61.4,0.3407325194228634850166481687014428
180.3,12.15,122.8,61.4,0.3405435385468663338879645036051026
180.4,12.15,122.8,61.4,0.3403547671840354767184035476718404
180.5,12.15,122.8,61.4,0.3401662049861495844875346260387812
180.6,12.15,122.8,61.4,0.3399778516057585825027685492801772
180.7,12.15,122.8,61.4,0.3397897066961815163254012174875484
